category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Grievance Redressal,The Board may direct the parties concerned to attempt resolution of the dispute through mediation if it deems the complaint may be resolved by mediation.,"DPDP Act 2023, Section 31",2,"[""G000681""]",Verify if the Board has the authority to direct parties to resolve disputes through mediation if it deems the complaint may be resolved by mediation.,Applicable to complaints under the DPDP Act 2023.,3,high,This clause outlines the Board's authority to direct mediation for resolving disputes.,PENDING,['G000681'],TC-000336,1,TC-000336,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""complaint""]",[],LEGAL_REVIEW,DPDP_ACT_2023,2cbd2ee935ac8716e7a6c8459e52c7d96c35303bac067c9eee1e1c8fcf47c640,,1.0,
Significant Data Fiduciary Obligations,"A data fiduciary must comply with terms of a voluntary undertaking accepted by the Board, as non-compliance is deemed a breach of the Act.","DPDP Act 2023, Section 32(5)",3,"[""G000686""]",Verify if the data fiduciary has adhered to the terms of any voluntary undertaking accepted by the Board.,Applicable to any data fiduciary that has accepted a voluntary undertaking under the Act.,2,high,This obligation is tied to the consequences of non-compliance with a voluntary undertaking accepted by the Board.,PENDING,['G000686'],TC-000337,1,TC-000337,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""breach"", ""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,d0bdcd1b173dda967f42a53fdc3da4ab1feca7098c4ce62ad78ee17bbecb36ff,,1.0,
Significant Data Fiduciary Obligations,"The Board may vary the terms of a voluntary undertaking accepted by a data fiduciary, provided it has the consent of the data fiduciary.","DPDP Act 2023, Section 32(3)",3,"[""G000684""]",Check if the Board has modified the terms of a voluntary undertaking with the consent of the data fiduciary.,Applicable to data fiduciaries who have accepted a voluntary undertaking under the Act.,2,high,This obligation outlines the conditions under which the Board may alter the terms of a voluntary undertaking.,PENDING,['G000684'],TC-000338,1,TC-000338,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""consent"", ""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,b153b00b4af7bf50817ba56447364f30dae3451b82749578f7545e25d68cb952,,1.0,
Significant Data Fiduciary Obligations,"The Board may impose penalties under the Act if a data fiduciary breaches its provisions or the rules made thereunder, and the breach is deemed significant.","DPDP Act 2023, Section 33(1)",3,"[""G000687""]",Verify if the Board has imposed penalties for a significant breach of the Act or its rules.,Applicable to data fiduciaries that have breached the Act or its rules.,2,high,This obligation outlines the Board's authority to impose penalties for significant breaches of the Act.,PENDING,['G000687'],TC-000339,1,TC-000339,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""breach"", ""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,3f634c9a30bb5bfc93ca7a749281171a60f1d327b86a2b7b68e61762cf8c7db7,,1.0,
Significant Data Fiduciary Obligations,The Board must specify the type and nature of personal data affected by a breach when issuing orders under the Act.,"DPDP Act 2023, Section 32(5)(b)",3,"[""G000694""]",Check if the Board has included details about the type and nature of personal data affected by a breach in its orders.,Applicable to the Board when issuing orders related to breaches under the Act.,2,high,This obligation requires the Board to provide specific information about the data affected by a breach.,PENDING,['G000694'],TC-000340,1,TC-000340,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""breach"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,5eef8f259ae25385343eb4cefe08eb64b3c1218eb2b891c6f08e304516d2de73,,1.0,
Significant Data Fiduciary Obligations,Penalties imposed by the Board under the Act must be credited to the Consolidated Fund of India.,"DPDP Act 2023, Section 34",3,"[""G000700""]",Verify if penalties imposed by the Board are credited to the Consolidated Fund of India.,Applicable to all penalties imposed by the Board under the Act.,2,high,This obligation outlines the financial handling of penalties imposed by the Board under the Act.,PENDING,['G000700'],TC-000341,1,TC-000341,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,0085693404c1aeec07528bf8e0ca31a17bef440f394582f23623ecd194bfcb5a,,1.0,
Significant Data Fiduciary Obligations,"No legal proceedings may be initiated against the Central Government, the Board, its Chairperson, or its Members, officers, or employees for actions taken in good faith under the Act or its rules.","DPDP Act 2023, Section 35",3,"[""G000701""]","Check if legal proceedings have been initiated against the Central Government, the Board, or its officials for actions taken in good faith under the Act.","Applicable to the Central Government, the Board, its Chairperson, and its Members, officers, or employees.",2,high,This obligation protects the Central Government and the Board from legal action for actions taken in good faith under the Act.,PENDING,['G000701'],TC-000342,1,TC-000342,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""chairperson""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,e9b194339f403beb142ae7b761ff4393d3aef63ae09fd2c7a5b5ad16f0ac5415,,1.0,
Significant Data Fiduciary Obligations,The Central Government or its authorized officers may take action upon a written reference from the Board regarding specific matters under the Act.,"DPDP Act 2023, Section 37(1)",3,"[""G000703""]",Verify if the Central Government or its authorized officers have taken action based on a written reference from the Board.,Applicable to the Central Government and its authorized officers when receiving a reference from the Board.,2,high,This obligation outlines the Central Government's authority to act on references from the Board under the Act.,PENDING,['G000703'],TC-000343,1,TC-000343,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,23e3bbeb654eee73470444360d8277cdc50761cd400ff16077c28f46a8c866c7,,1.0,
Significant Data Fiduciary Obligations,Data fiduciaries must not initiate legal proceedings against the Central Board for penalties imposed under the DPDP Act 2023.,"DPDP Act 2023, Section 35(1)",2,"[""G000704""]",Verify if the data fiduciary is prohibited from initiating legal proceedings against the Central Board for penalties.,Applicable to data fiduciaries subject to the DPDP Act 2023.,3,high,This clause establishes a prohibition on legal action against the Central Board for penalties imposed under the Act.,PENDING,['G000704'],TC-000344,1,TC-000344,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,185b366ee4c14f1630b9a58694e83e09d76c50e89c0699da1c22f112226b31d4,,1.0,
Intermediary/Platform Liability,Intermediaries must comply with directions issued by the Central Board under the DPDP Act 2023.,"DPDP Act 2023, Section 35(2)",2,"[""G000706""]",Verify if the intermediary is required to comply with directions issued by the Central Board.,Applicable to intermediaries under the DPDP Act 2023.,3,high,This clause mandates compliance with directions issued by the Central Board by intermediaries.,PENDING,['G000706'],TC-000345,1,TC-000345,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,1ff46b3b01fd4d606da7a53069c64c0ed8ba21294513b90a0a22293d679d5557,,1.0,
Security Safeguards,The Board must be informed of personal data breaches in the manner specified under the DPDP Act 2023.,"DPDP Act 2023, Section 35(f)",2,"[""G000723""]",Verify if the data fiduciary is required to inform the Board of personal data breaches in the specified manner.,Applicable to data fiduciaries subject to the DPDP Act 2023.,3,high,This clause mandates the specific manner in which personal data breaches must be reported to the Board.,PENDING,['G000723'],TC-000346,1,TC-000346,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""breach"", ""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,7a75748e9334f25495bf795461b66385beeff206c3d3d40ecfbc338907da4a54,,1.0,
Consent & Notice,"Data Fiduciaries must obtain verifiable consent for processing personal data of children, including the purposes of processing.","DPDP Act 2023, Section 9(1)",3,"[""G000726""]",Check if the document specifies a method for obtaining verifiable consent for children's data processing.,Applies to Data Fiduciaries processing children's personal data.,High,high,,PENDING,['G000726'],TC-000347,1,TC-000347,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],6,"[""child"", ""consent"", ""data"", ""personal data"", ""process"", ""purpose""]",[],LEGAL_REVIEW,DPDP_ACT_2023,b6c468ddb06cbb50364182f361cf0112eb15bb63fa10d4f1312bdfcb3758f10b,,1.0,
Data Principal Rights,Data Principals must be able to request information related to their personal data and its processing.,"DPDP Act 2023, Section 11(1)",3,"[""G000731""]",Check if the document allows Data Principals to request information about their personal data and its processing.,Applies to Data Fiduciaries handling personal data of Data Principals.,High,high,,PENDING,['G000731'],TC-000348,1,TC-000348,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""information"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,82f41661fcd41b5a4d8f16d7835b89bf8da4f620dc340c1a2993c6a18c18c588,,1.0,
Children/Vulnerable Groups,Data Fiduciaries must specify the classes of Data Fiduciaries and the conditions for processing personal data of children.,"DPDP Act 2023, Section 9(4)",3,"[""G000727""]",Check if the document defines the classes of Data Fiduciaries and the conditions for processing children's personal data.,Applies to Data Fiduciaries processing children's personal data.,High,high,,PENDING,['G000727'],TC-000349,1,TC-000349,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""child"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,4f782d414247d2d6aedca132733a495cd99f470764dbe203381800f69d4d1a9f,,1.0,
Significant Data Fiduciary Obligations,Data Fiduciaries must conduct a Data Protection Impact Assessment for processing personal data under specific conditions.,"DPDP Act 2023, Section 10(2)(c)(i)",3,"[""G000728""]",Check if the document outlines the process for conducting a Data Protection Impact Assessment for specific data processing activities.,Applies to Significant Data Fiduciaries processing personal data under specific conditions.,High,high,,PENDING,['G000728'],TC-000350,1,TC-000350,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""personal data"", ""process"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,da4586a85708ec09ba67b30146faae02d5b2c2263cf9271adb73a4050e220417,,1.0,
Consent & Notice,Data Fiduciaries must specify the standards for processing personal data for exemption under specific provisions.,"DPDP Act 2023, Section 17(2)(b)",3,"[""G000739""]",Check if the document outlines the standards for processing personal data for exemption under specific provisions.,Applies to Data Fiduciaries processing personal data under exemption provisions.,High,high,,PENDING,['G000739'],TC-000351,1,TC-000351,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,2a3d38f2e4d328cab32b45cd6ba8696cad8380621eecc5070cc3774eec107394,,1.0,
Consent & Notice,Data Fiduciary must provide a notice to Data Principal that is presented and understandable independently of any other information.,"DPDP Rules 2025, Rule 3(1)(a)",2,"[""G001016""]",Check if the notice is presented independently of other information.,All data fiduciaries subject to DPDP Rules 2025.,High,high,This requirement ensures clarity and transparency in data processing.,PENDING,['G001016'],TC-000352,1,TC-000352,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""information"", ""notice""]",[],LEGAL_REVIEW,DPDP_RULES_2025,631bd298bdaf5b72cf6d3bd486fc9bc200519cad7bef6c824c0cc1deca21cfdd,,1.0,
Consent & Notice,Data Fiduciary must provide an itemised description of personal data processed.,"DPDP Rules 2025, Rule 3(1)(i)",2,"[""G001018""]",Verify if the notice includes an itemised description of personal data.,All data fiduciaries subject to DPDP Rules 2025.,High,high,This requirement ensures transparency in the scope of data processing.,PENDING,['G001018'],TC-000353,1,TC-000353,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""notice"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,9b151db1211082c45f070fd6f937e5d4f396968870ff116b0c371b6e47740dc8,,1.0,
Consent & Notice,Data Fiduciary must specify the purpose or purposes of processing and provide a specific description of the goods or services to be provided or uses to be enabled by such processing.,"DPDP Rules 2025, Rule 3(1)(ii)",2,"[""G001019""]",Check if the notice specifies the purpose and provides a specific description of goods or services.,All data fiduciaries subject to DPDP Rules 2025.,High,high,This requirement ensures clarity on the purpose of data processing.,PENDING,['G001019'],TC-000354,1,TC-000354,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""notice"", ""process"", ""purpose"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,e17bba1734fdcbdec1d59b739c2b048cbe74c6ae18244f3be450dae38e2ef9a9,,1.0,
Grievance Redressal,The Data Fiduciary must provide a mechanism for Data Principals to exercise their rights under the Act.,"DPDP Rules 2025, Rule 10(1)",3,"[""G001023""]",Existence of a mechanism for Data Principals to exercise their rights.,All Data Fiduciaries subject to DPDP Rules 2025.,2,high,This requirement is directly tied to the obligation to provide means for Data Principals to exercise their rights.,PENDING,['G001023'],TC-000355,1,TC-000355,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,9437552c4fa60dd325727ea522fa6b3deebfb07fb6dea674d99faef21a6968d5,,1.0,
Grievance Redressal,The Board may inquire into the fulfillment of conditions set out in Part A of First Schedule before deciding on an application.,"DPDP Rules 2025, Rule 10(2)",2,"[""G001026""]",Existence of a process for the Board to inquire into fulfillment of conditions.,All Data Fiduciaries subject to DPDP Rules 2025.,2,high,This requirement outlines the process for the Board to evaluate applications.,PENDING,['G001026'],TC-000356,1,TC-000356,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,a6f7c2c58e357be66fc23d74096e5c57a7f0ff071049402ef16d18c616834a39,,1.0,
